municipality_id,region,month_index,relative_month,early_adopter,regional_hotline_active,policy_active,youth_emergency_transports_per_10000
M02,North,34,15,1,1,1,8.754576
M02,North,35,16,1,1,1,8.677217
M02,North,36,17,1,1,1,9.338265
M03,North,1,-18,1,0,0,12.901271
M03,North,2,-17,1,0,0,13.510331
M03,North,3,-16,1,0,0,13.448174
M03,North,4,-15,1,0,0,14.166017
M03,North,5,-14,1,0,0,14.084862
M03,North,6,-13,1,0,0,14.144899
M03,North,7,-12,1,0,0,13.811182
M03,North,8,-11,1,0,0,13.223773
M03,North,9,-10,1,0,0,13.238037
M03,North,10,-9,1,0,0,12.589698
M03,North,11,-8,1,0,0,11.951039
M03,North,12,-7,1,0,0,12.214285
M03,North,13,-6,1,0,0,13.325671
M03,North,14,-5,1,0,0,14.033195
M03,North,15,-4,1,0,0,13.009723
M03,North,16,-3,1,0,0,12.859777
M03,North,17,-2,1,0,0,12.820423
M03,North,18,-1,1,0,0,12.533663
M03,North,19,0,1,1,1,9.406637
M03,North,20,1,1,1,1,8.428227
M03,North,21,2,1,1,1,8.88698
M03,North,22,3,1,1,1,9.652317
M03,North,23,4,1,1,1,9.713377
M03,North,24,5,1,1,1,8.755366
M03,North,25,6,1,1,1,10.055227
M03,North,26,7,1,1,1,9.966253
M03,North,27,8,1,1,1,10.828422
M03,North,28,9,1,1,1,10.773799
M03,North,29,10,1,1,1,9.962969
M03,North,30,11,1,1,1,9.752896
M03,North,31,12,1,1,1,10.544459
M03,North,32,13,1,1,1,10.092245
M03,North,33,14,1,1,1,9.652134
M03,North,34,15,1,1,1,9.147476
M03,North,35,16,1,1,1,9.475006
M03,North,36,17,1,1,1,8.552448
M04,North,1,-18,0,0,0,11.9262
M04,North,2,-17,0,0,0,11.814364
M04,North,3,-16,0,0,0,12.589094
M04,North,4,-15,0,0,0,12.143134
M04,North,5,-14,0,0,0,12.367212
M04,North,6,-13,0,0,0,12.31987
M04,North,7,-12,0,0,0,11.841658
M04,North,8,-11,0,0,0,11.226316
M04,North,9,-10,0,0,0,11.330631
M04,North,10,-9,0,0,0,11.689424
M04,North,11,-8,0,0,0,11.470307
M04,North,12,-7,0,0,0,11.853558
M04,North,13,-6,0,0,0,11.313951
M04,North,14,-5,0,0,0,11.477117
M04,North,15,-4,0,0,0,11.723896
M04,North,16,-3,0,0,0,12.224749
M04,North,17,-2,0,0,0,12.341727
M04,North,18,-1,0,0,0,11.956783
M04,North,19,0,0,1,0,10.249236
M04,North,20,1,0,1,0,10.627809
M04,North,21,2,0,1,0,10.480208
M04,North,22,3,0,1,0,10.154502
M04,North,23,4,0,1,0,10.30508
M04,North,24,5,0,1,0,10.314929
M04,North,25,6,0,1,0,10.915812
M04,North,26,7,0,1,0,11.313954
M04,North,27,8,0,1,0,11.341703
M04,North,28,9,0,1,0,11.284053
M04,North,29,10,0,1,0,10.618329
M04,North,30,11,0,1,0,10.505296
M04,North,31,12,0,1,0,10.615045
M04,North,32,13,0,1,0,10.465039
M04,North,33,14,0,1,0,10.074494
M04,North,34,15,0,1,0,8.217479
M04,North,35,16,0,1,0,8.103935
M04,North,36,17,0,1,0,9.323568
M05,North,1,-18,0,0,0,12.050046
M05,North,2,-17,0,0,0,12.664908
M05,North,3,-16,0,0,0,13.006454
M05,North,4,-15,0,0,0,12.679668
M05,North,5,-14,0,0,0,12.405617
M05,North,6,-13,0,0,0,12.182987
M05,North,7,-12,0,0,0,11.657615
M05,North,8,-11,0,0,0,11.2231
M05,North,9,-10,0,0,0,11.899274
M05,North,10,-9,0,0,0,11.348243
M05,North,11,-8,0,0,0,12.174219
M05,North,12,-7,0,0,0,11.950154
M05,North,13,-6,0,0,0,11.743236
M05,North,14,-5,0,0,0,12.386429
M05,North,15,-4,0,0,0,12.248283
M05,North,16,-3,0,0,0,11.486062
M05,North,17,-2,0,0,0,11.447021
M05,North,18,-1,0,0,0,11.912442
M05,North,19,0,0,1,0,10.784372
M05,North,20,1,0,1,0,11.053621
M05,North,21,2,0,1,0,9.415501
M05,North,22,3,0,1,0,9.142745
M05,North,23,4,0,1,0,10.043538
M05,North,24,5,0,1,0,10.810651
M05,North,25,6,0,1,0,11.21141
M05,North,26,7,0,1,0,10.03768
M05,North,27,8,0,1,0,10.836004
M05,North,28,9,0,1,0,10.852565
M05,North,29,10,0,1,0,11.60854
M05,North,30,11,0,1,0,10.414272
M05,North,31,12,0,1,0,10.185499
M05,North,32,13,0,1,0,9.427489
M05,North,33,14,0,1,0,10.019001
M05,North,34,15,0,1,0,9.764901
M05,North,35,16,0,1,0,9.182914
M05,North,36,17,0,1,0,10.062996
M06,North,1,-18,0,0,0,14.0396
M06,North,2,-17,0,0,0,14.507755
M06,North,3,-16,0,0,0,14.110486
M06,North,4,-15,0,0,0,14.329144
M06,North,5,-14,0,0,0,13.473934
M06,North,6,-13,0,0,0,13.432129
M06,North,7,-12,0,0,0,13.194056
M06,North,8,-11,0,0,0,12.519499
M06,North,9,-10,0,0,0,13.389328
M06,North,10,-9,0,0,0,13.340421
M06,North,11,-8,0,0,0,13.831762
M06,North,12,-7,0,0,0,13.397613
M06,North,13,-6,0,0,0,13.991429
M06,North,14,-5,0,0,0,13.22709
M06,North,15,-4,0,0,0,13.034982
M06,North,16,-3,0,0,0,12.355864
M06,North,17,-2,0,0,0,13.049466
M06,North,18,-1,0,0,0,12.359676
M06,North,19,0,0,1,0,10.591947
M06,North,20,1,0,1,0,10.170064
M06,North,21,2,0,1,0,10.537604
M06,North,22,3,0,1,0,10.283825
M06,North,23,4,0,1,0,11.11108
M06,North,24,5,0,1,0,12.305861
M06,North,25,6,0,1,0,12.465203
M06,North,26,7,0,1,0,12.289281
M06,North,27,8,0,1,0,12.905905
M06,North,28,9,0,1,0,12.836576
M06,North,29,10,0,1,0,12.79529
M06,North,30,11,0,1,0,12.309837
M06,North,31,12,0,1,0,12.254537
M06,North,32,13,0,1,0,11.63827
M06,North,33,14,0,1,0,11.254254
M06,North,34,15,0,1,0,10.62916
M06,North,35,16,0,1,0,11.089967
M06,North,36,17,0,1,0,11.63085
M07,East,1,-18,1,0,0,13.270134
M07,East,2,-17,1,0,0,12.475931
M07,East,3,-16,1,0,0,13.764215
M07,East,4,-15,1,0,0,14.001509
M07,East,5,-14,1,0,0,12.987204
M07,East,6,-13,1,0,0,11.931584
M07,East,7,-12,1,0,0,12.109777
M07,East,8,-11,1,0,0,12.152249
M07,East,9,-10,1,0,0,12.353124
M07,East,10,-9,1,0,0,12.325561
M07,East,11,-8,1,0,0,13.450909
M07,East,12,-7,1,0,0,13.065524
M07,East,13,-6,1,0,0,12.245663
M07,East,14,-5,1,0,0,13.059203
M07,East,15,-4,1,0,0,13.084611
M07,East,16,-3,1,0,0,12.665087
M07,East,17,-2,1,0,0,12.513875
M07,East,18,-1,1,0,0,12.691999
M07,East,19,0,1,1,1,9.420397
M07,East,20,1,1,1,1,8.974166
M07,East,21,2,1,1,1,8.576824
M07,East,22,3,1,1,1,8.968182
M07,East,23,4,1,1,1,10.055052
M07,East,24,5,1,1,1,9.697963
M07,East,25,6,1,1,1,10.330278
M07,East,26,7,1,1,1,10.071309
M07,East,27,8,1,1,1,10.07624
M07,East,28,9,1,1,1,9.780217
M07,East,29,10,1,1,1,9.802255
M07,East,30,11,1,1,1,9.944075
M07,East,31,12,1,1,1,9.691558
M07,East,32,13,1,1,1,9.215969
M07,East,33,14,1,1,1,8.794156
M07,East,34,15,1,1,1,8.842243
M07,East,35,16,1,1,1,9.242988
M07,East,36,17,1,1,1,9.881723
M08,East,1,-18,1,0,0,12.661968
M08,East,2,-17,1,0,0,12.704795
M08,East,3,-16,1,0,0,12.91985
M08,East,4,-15,1,0,0,13.403659
M08,East,5,-14,1,0,0,12.341841
M08,East,6,-13,1,0,0,12.581182
M08,East,7,-12,1,0,0,12.06517
M08,East,8,-11,1,0,0,11.807787
M08,East,9,-10,1,0,0,11.638124
M08,East,10,-9,1,0,0,11.9389
M08,East,11,-8,1,0,0,12.855384
M08,East,12,-7,1,0,0,12.543172
M08,East,13,-6,1,0,0,12.453016
M08,East,14,-5,1,0,0,12.64256
M08,East,15,-4,1,0,0,13.149021
M08,East,16,-3,1,0,0,12.673391
M08,East,17,-2,1,0,0,11.989669
M08,East,18,-1,1,0,0,12.30495
M08,East,19,0,1,1,1,9.144268
M08,East,20,1,1,1,1,8.313802
M08,East,21,2,1,1,1,8.456495
M08,East,22,3,1,1,1,8.723806
M08,East,23,4,1,1,1,9.173837
M08,East,24,5,1,1,1,9.732846
M08,East,25,6,1,1,1,10.601956
M08,East,26,7,1,1,1,9.79601
M08,East,27,8,1,1,1,9.212391
M08,East,28,9,1,1,1,9.892804
M08,East,29,10,1,1,1,9.566213
M08,East,30,11,1,1,1,9.358148
M08,East,31,12,1,1,1,9.057542
M08,East,32,13,1,1,1,8.380331
M08,East,33,14,1,1,1,9.009756
M08,East,34,15,1,1,1,8.872449
M08,East,35,16,1,1,1,9.061183
M08,East,36,17,1,1,1,9.77221
M09,East,1,-18,1,0,0,15.364701
M09,East,2,-17,1,0,0,15.291068
M09,East,3,-16,1,0,0,15.545341
M09,East,4,-15,1,0,0,15.051987
M09,East,5,-14,1,0,0,14.500099
M09,East,6,-13,1,0,0,13.852708
M09,East,7,-12,1,0,0,14.262352
M09,East,8,-11,1,0,0,13.688185
M09,East,9,-10,1,0,0,13.863576
M09,East,10,-9,1,0,0,13.890791
M09,East,11,-8,1,0,0,13.210913
M09,East,12,-7,1,0,0,13.534674
M09,East,13,-6,1,0,0,13.285805
M09,East,14,-5,1,0,0,13.02285
M09,East,15,-4,1,0,0,13.472289
M09,East,16,-3,1,0,0,14.075689
M09,East,17,-2,1,0,0,14.68287
M09,East,18,-1,1,0,0,14.704956
M09,East,19,0,1,1,1,11.070879
M09,East,20,1,1,1,1,11.074149
M09,East,21,2,1,1,1,10.158114
M09,East,22,3,1,1,1,9.636739
M09,East,23,4,1,1,1,9.459468
M09,East,24,5,1,1,1,9.345684
M09,East,25,6,1,1,1,10.617456
M09,East,26,7,1,1,1,11.222478
M09,East,27,8,1,1,1,10.449806
M09,East,28,9,1,1,1,10.864638
M09,East,29,10,1,1,1,10.194612
M09,East,30,11,1,1,1,9.862279
M09,East,31,12,1,1,1,9.639315
M09,East,32,13,1,1,1,9.248492
M09,East,33,14,1,1,1,9.601764
M09,East,34,15,1,1,1,9.868738
M09,East,35,16,1,1,1,10.731224
M09,East,36,17,1,1,1,11.603226
M10,East,1,-18,0,0,0,12.551072
M10,East,2,-17,0,0,0,12.357833
M10,East,3,-16,0,0,0,12.18357
M10,East,4,-15,0,0,0,11.70673
M10,East,5,-14,0,0,0,11.574526
M10,East,6,-13,0,0,0,11.352716
M10,East,7,-12,0,0,0,11.575458
M10,East,8,-11,0,0,0,11.667864
M10,East,9,-10,0,0,0,11.680639
M10,East,10,-9,0,0,0,12.284848
M10,East,11,-8,0,0,0,12.885991
M10,East,12,-7,0,0,0,12.181978
M10,East,13,-6,0,0,0,12.233679
M10,East,14,-5,0,0,0,12.868729
M10,East,15,-4,0,0,0,13.231865
M10,East,16,-3,0,0,0,12.341829
M10,East,17,-2,0,0,0,11.702364
M10,East,18,-1,0,0,0,11.58472
M10,East,19,0,0,1,0,11.127374
M10,East,20,1,0,1,0,10.258808
M10,East,21,2,0,1,0,10.463206
M10,East,22,3,0,1,0,10.024538
M10,East,23,4,0,1,0,9.303659
M10,East,24,5,0,1,0,10.167515
M10,East,25,6,0,1,0,10.595355
M10,East,26,7,0,1,0,10.728897
M10,East,27,8,0,1,0,11.322629
M10,East,28,9,0,1,0,11.627541
M10,East,29,10,0,1,0,11.082253
M10,East,30,11,0,1,0,11.079784
M10,East,31,12,0,1,0,10.471242
M10,East,32,13,0,1,0,10.124638
M10,East,33,14,0,1,0,10.351914
M10,East,34,15,0,1,0,10.534039
M10,East,35,16,0,1,0,10.3494
M10,East,36,17,0,1,0,10.423299
M11,East,1,-18,0,0,0,12.18241
M11,East,2,-17,0,0,0,13.466129
M11,East,3,-16,0,0,0,13.946956
M11,East,4,-15,0,0,0,13.752456
M11,East,5,-14,0,0,0,13.913966
M11,East,6,-13,0,0,0,13.311508
M11,East,7,-12,0,0,0,12.470208
M11,East,8,-11,0,0,0,12.703758
M11,East,9,-10,0,0,0,12.322413
M11,East,10,-9,0,0,0,12.759475
M11,East,11,-8,0,0,0,12.55272
M11,East,12,-7,0,0,0,13.207449
M11,East,13,-6,0,0,0,13.789047
M11,East,14,-5,0,0,0,13.340473
M11,East,15,-4,0,0,0,13.484883
M11,East,16,-3,0,0,0,13.50478
M11,East,17,-2,0,0,0,14.011801
M11,East,18,-1,0,0,0,12.914568
M11,East,19,0,0,1,0,11.381418
M11,East,20,1,0,1,0,11.243809
M11,East,21,2,0,1,0,10.851117
M11,East,22,3,0,1,0,10.431836
M11,East,23,4,0,1,0,10.12928
M11,East,24,5,0,1,0,11.366555
M11,East,25,6,0,1,0,11.200389
M11,East,26,7,0,1,0,11.454287
M11,East,27,8,0,1,0,12.004738
M11,East,28,9,0,1,0,12.15625
M11,East,29,10,0,1,0,12.160514
M11,East,30,11,0,1,0,12.089997
M11,East,31,12,0,1,0,11.18529
M11,East,32,13,0,1,0,10.470094
M11,East,33,14,0,1,0,10.501767
M11,East,34,15,0,1,0,10.439187
M11,East,35,16,0,1,0,10.322647
M11,East,36,17,0,1,0,10.875333
M12,East,1,-18,0,0,0,12.588919
M12,East,2,-17,0,0,0,13.221171
M12,East,3,-16,0,0,0,13.371502
M12,East,4,-15,0,0,0,13.068884
M12,East,5,-14,0,0,0,13.399483
M12,East,6,-13,0,0,0,12.599657
M12,East,7,-12,0,0,0,12.245463
M12,East,8,-11,0,0,0,12.365569
M12,East,9,-10,0,0,0,11.56098
M12,East,10,-9,0,0,0,12.449291
M12,East,11,-8,0,0,0,12.720191
M12,East,12,-7,0,0,0,12.168586
M12,East,13,-6,0,0,0,12.290127
M12,East,14,-5,0,0,0,13.265799
M12,East,15,-4,0,0,0,13.427358
M12,East,16,-3,0,0,0,13.408113
M12,East,17,-2,0,0,0,12.915747
M12,East,18,-1,0,0,0,12.213467
M12,East,19,0,0,1,0,11.453226
M12,East,20,1,0,1,0,10.866828
M12,East,21,2,0,1,0,10.528331
M12,East,22,3,0,1,0,10.797399
M12,East,23,4,0,1,0,11.142507
M12,East,24,5,0,1,0,11.58098
M12,East,25,6,0,1,0,11.11532
M12,East,26,7,0,1,0,12.462713
M12,East,27,8,0,1,0,12.636692
M12,East,28,9,0,1,0,12.376304
M12,East,29,10,0,1,0,12.136035
M12,East,30,11,0,1,0,12.224433
M12,East,31,12,0,1,0,11.707998
M12,East,32,13,0,1,0,11.56105
M12,East,33,14,0,1,0,11.404747
M12,East,34,15,0,1,0,11.920395
M12,East,35,16,0,1,0,11.011773
M12,East,36,17,0,1,0,12.108778
M13,South,1,-18,1,0,0,14.15997
M13,South,2,-17,1,0,0,14.335221
M13,South,3,-16,1,0,0,14.155755
M13,South,4,-15,1,0,0,13.353322
M13,South,5,-14,1,0,0,12.88571
M13,South,6,-13,1,0,0,13.762756
M13,South,7,-12,1,0,0,13.162489
M13,South,8,-11,1,0,0,12.835701
M13,South,9,-10,1,0,0,13.054687
M13,South,10,-9,1,0,0,13.512145
M13,South,11,-8,1,0,0,13.375055
M13,South,12,-7,1,0,0,13.692139
M13,South,13,-6,1,0,0,13.834761
M13,South,14,-5,1,0,0,13.513338
M13,South,15,-4,1,0,0,13.617737
M13,South,16,-3,1,0,0,13.464346
M13,South,17,-2,1,0,0,14.484139
M13,South,18,-1,1,0,0,13.607701
M13,South,19,0,1,1,1,10.763601
M13,South,20,1,1,1,1,10.082833
M13,South,21,2,1,1,1,10.21673
M13,South,22,3,1,1,1,9.876065
M13,South,23,4,1,1,1,10.443566
M13,South,24,5,1,1,1,10.469598
M13,South,25,6,1,1,1,10.254334
M13,South,26,7,1,1,1,11.493348
M13,South,27,8,1,1,1,11.63006
M13,South,28,9,1,1,1,11.796572
M13,South,29,10,1,1,1,11.08583
M13,South,30,11,1,1,1,9.81136
M13,South,31,12,1,1,1,9.46187
M13,South,32,13,1,1,1,10.031564
M13,South,33,14,1,1,1,10.382204
M13,South,34,15,1,1,1,9.705961
M13,South,35,16,1,1,1,9.707539
M13,South,36,17,1,1,1,10.101307
M14,South,1,-18,1,0,0,12.756795
M14,South,2,-17,1,0,0,13.444635
M14,South,3,-16,1,0,0,13.411294
M14,South,4,-15,1,0,0,13.782017
M14,South,5,-14,1,0,0,13.834
M14,South,6,-13,1,0,0,13.166225
M14,South,7,-12,1,0,0,13.01619
M14,South,8,-11,1,0,0,12.397873
M14,South,9,-10,1,0,0,12.087396
M14,South,10,-9,1,0,0,11.721086
M14,South,11,-8,1,0,0,12.032198
M14,South,12,-7,1,0,0,13.575586
M14,South,13,-6,1,0,0,13.766659
M14,South,14,-5,1,0,0,12.909975
M14,South,15,-4,1,0,0,12.886511
M14,South,16,-3,1,0,0,13.786201
M14,South,17,-2,1,0,0,12.486353
M14,South,18,-1,1,0,0,12.522119
M14,South,19,0,1,1,1,9.410602
M14,South,20,1,1,1,1,8.92543
M14,South,21,2,1,1,1,9.022775
M14,South,22,3,1,1,1,9.027338
M14,South,23,4,1,1,1,8.717495
M14,South,24,5,1,1,1,8.715698
M14,South,25,6,1,1,1,8.966282
M14,South,26,7,1,1,1,9.260289
M14,South,27,8,1,1,1,9.906146
M14,South,28,9,1,1,1,10.043067
M14,South,29,10,1,1,1,9.147192
M14,South,30,11,1,1,1,9.853767
M14,South,31,12,1,1,1,10.072004
M14,South,32,13,1,1,1,9.537184
M14,South,33,14,1,1,1,9.47901
M14,South,34,15,1,1,1,9.243634
M14,South,35,16,1,1,1,9.233129
M14,South,36,17,1,1,1,9.401682
M15,South,1,-18,1,0,0,14.580274
M15,South,2,-17,1,0,0,14.3638
M15,South,3,-16,1,0,0,14.403188
M15,South,4,-15,1,0,0,15.009328
M15,South,5,-14,1,0,0,13.957327
M15,South,6,-13,1,0,0,12.761583
M15,South,7,-12,1,0,0,12.363756
M15,South,8,-11,1,0,0,12.434829
M15,South,9,-10,1,0,0,12.496793
M15,South,10,-9,1,0,0,11.834095
M15,South,11,-8,1,0,0,12.1887
M15,South,12,-7,1,0,0,13.848568
M15,South,13,-6,1,0,0,14.406494
M15,South,14,-5,1,0,0,14.486756
M15,South,15,-4,1,0,0,14.797527
M15,South,16,-3,1,0,0,14.894422
M15,South,17,-2,1,0,0,13.762002
M15,South,18,-1,1,0,0,14.24018
M15,South,19,0,1,1,1,11.565594
M15,South,20,1,1,1,1,10.856678
M15,South,21,2,1,1,1,10.002402
M15,South,22,3,1,1,1,10.262402
M15,South,23,4,1,1,1,11.226841
M15,South,24,5,1,1,1,11.820515
M15,South,25,6,1,1,1,11.831606
M15,South,26,7,1,1,1,12.05538
M15,South,27,8,1,1,1,12.351512
M15,South,28,9,1,1,1,12.233113
M15,South,29,10,1,1,1,11.829378
M15,South,30,11,1,1,1,10.898349
M15,South,31,12,1,1,1,11.114994
M15,South,32,13,1,1,1,10.242326
M15,South,33,14,1,1,1,10.066324
M15,South,34,15,1,1,1,10.6325
M15,South,35,16,1,1,1,10.604372
M15,South,36,17,1,1,1,11.477401
M16,South,1,-18,0,0,0,12.139589
M16,South,2,-17,0,0,0,12.015824
M16,South,3,-16,0,0,0,12.134643
M16,South,4,-15,0,0,0,11.918797
M16,South,5,-14,0,0,0,12.139837
M16,South,6,-13,0,0,0,11.644227
M16,South,7,-12,0,0,0,12.282106
M16,South,8,-11,0,0,0,11.367814
M16,South,9,-10,0,0,0,10.49541
M16,South,10,-9,0,0,0,10.443794
M16,South,11,-8,0,0,0,10.888174
M16,South,12,-7,0,0,0,11.182741
M16,South,13,-6,0,0,0,11.632968
M16,South,14,-5,0,0,0,12.031487
M16,South,15,-4,0,0,0,11.944077
M16,South,16,-3,0,0,0,11.861913
M16,South,17,-2,0,0,0,12.155504
M16,South,18,-1,0,0,0,12.137998
M16,South,19,0,0,1,0,11.171267
M16,South,20,1,0,1,0,10.964023
M16,South,21,2,0,1,0,11.164552
M16,South,22,3,0,1,0,10.289811
M16,South,23,4,0,1,0,10.62696
M16,South,24,5,0,1,0,10.470866
M16,South,25,6,0,1,0,10.015861
M16,South,26,7,0,1,0,10.363743
M16,South,27,8,0,1,0,10.837952
M16,South,28,9,0,1,0,10.601694
M16,South,29,10,0,1,0,10.821999
M16,South,30,11,0,1,0,10.361265
M16,South,31,12,0,1,0,9.549834
M16,South,32,13,0,1,0,9.593897
M16,South,33,14,0,1,0,10.090339
M16,South,34,15,0,1,0,9.984511
M16,South,35,16,0,1,0,10.098321
M16,South,36,17,0,1,0,9.291988
M17,South,1,-18,0,0,0,13.076723
M17,South,2,-17,0,0,0,12.67205
M17,South,3,-16,0,0,0,13.69825
M17,South,4,-15,0,0,0,13.697004
M17,South,5,-14,0,0,0,13.526523
M17,South,6,-13,0,0,0,13.93454
M17,South,7,-12,0,0,0,13.292821
M17,South,8,-11,0,0,0,13.285351
M17,South,9,-10,0,0,0,12.202062
M17,South,10,-9,0,0,0,11.665123
M17,South,11,-8,0,0,0,12.528693
M17,South,12,-7,0,0,0,12.906441
M17,South,13,-6,0,0,0,12.907546
M17,South,14,-5,0,0,0,12.937051
M17,South,15,-4,0,0,0,13.195014
M17,South,16,-3,0,0,0,13.660237
M17,South,17,-2,0,0,0,12.791119
M17,South,18,-1,0,0,0,12.079921
M17,South,19,0,0,1,0,10.800803
M17,South,20,1,0,1,0,11.411596
M17,South,21,2,0,1,0,11.870358
M17,South,22,3,0,1,0,12.338607
M17,South,23,4,0,1,0,12.090897
M17,South,24,5,0,1,0,12.481784
M17,South,25,6,0,1,0,13.08806
M17,South,26,7,0,1,0,13.210251
M17,South,27,8,0,1,0,13.508164
M17,South,28,9,0,1,0,12.424238
M17,South,29,10,0,1,0,12.176084
M17,South,30,11,0,1,0,12.287173
M17,South,31,12,0,1,0,12.395112
M17,South,32,13,0,1,0,11.738156
M17,South,33,14,0,1,0,11.076195
M17,South,34,15,0,1,0,11.168175
M17,South,35,16,0,1,0,10.898768
M17,South,36,17,0,1,0,10.400413
M18,South,1,-18,0,0,0,12.277186
M18,South,2,-17,0,0,0,12.719767
M18,South,3,-16,0,0,0,13.241686
M18,South,4,-15,0,0,0,12.61642
M18,South,5,-14,0,0,0,12.752013
M18,South,6,-13,0,0,0,12.500272
M18,South,7,-12,0,0,0,13.172718
M18,South,8,-11,0,0,0,12.043922
M18,South,9,-10,0,0,0,11.114472
M18,South,10,-9,0,0,0,10.47913
M18,South,11,-8,0,0,0,11.406172
M18,South,12,-7,0,0,0,12.015218
M18,South,13,-6,0,0,0,13.393692
M18,South,14,-5,0,0,0,13.122934
M18,South,15,-4,0,0,0,12.840067
M18,South,16,-3,0,0,0,12.979698
M18,South,17,-2,0,0,0,13.03891
M18,South,18,-1,0,0,0,12.411487
M18,South,19,0,0,1,0,10.564585
M18,South,20,1,0,1,0,9.727112
M18,South,21,2,0,1,0,9.618241
M18,South,22,3,0,1,0,10.275162
M18,South,23,4,0,1,0,10.435028
M18,South,24,5,0,1,0,10.881548
M18,South,25,6,0,1,0,12.097866
M18,South,26,7,0,1,0,13.115904
M18,South,27,8,0,1,0,13.06142
M18,South,28,9,0,1,0,12.395219
M18,South,29,10,0,1,0,11.302653
M18,South,30,11,0,1,0,10.878052
M18,South,31,12,0,1,0,10.557446
M18,South,32,13,0,1,0,10.314787
M18,South,33,14,0,1,0,10.119351
M18,South,34,15,0,1,0,10.418145
M18,South,35,16,0,1,0,9.992923
M18,South,36,17,0,1,0,10.43714
M19,West,1,-18,1,0,0,12.867761
M19,West,2,-17,1,0,0,13.204875
M19,West,3,-16,1,0,0,13.141114
M19,West,4,-15,1,0,0,12.176898
M19,West,5,-14,1,0,0,12.09474
M19,West,6,-13,1,0,0,12.477253
M19,West,7,-12,1,0,0,12.970469
M19,West,8,-11,1,0,0,13.252289
M19,West,9,-10,1,0,0,13.025953
M19,West,10,-9,1,0,0,11.430753
M19,West,11,-8,1,0,0,12.969541
M19,West,12,-7,1,0,0,13.392932
M19,West,13,-6,1,0,0,13.290354
M19,West,14,-5,1,0,0,12.929385
M19,West,15,-4,1,0,0,12.520976
M19,West,16,-3,1,0,0,12.292486
M19,West,17,-2,1,0,0,11.763064
M19,West,18,-1,1,0,0,11.552965
M19,West,19,0,1,1,1,9.044305
M19,West,20,1,1,1,1,8.272768
M19,West,21,2,1,1,1,7.945562
M19,West,22,3,1,1,1,7.877167
M19,West,23,4,1,1,1,8.70116
M19,West,24,5,1,1,1,10.283967
M19,West,25,6,1,1,1,11.218918
M19,West,26,7,1,1,1,10.963273
M19,West,27,8,1,1,1,10.468795
M19,West,28,9,1,1,1,9.586859
M19,West,29,10,1,1,1,9.461349
