person_id,baseline_search_skill,difficult_task,redesigned_interface,clicks_during_task,task_score
338,59.31637026,0,1,11.75941538,79.51025580
339,62.52863411,1,0,12.84845286,69.12116539
340,41.00100124,1,1,11.92742769,62.70571330
341,62.29387519,1,0,14.27312831,64.48097998
342,45.25951559,1,0,14.91355062,60.59880037
343,37.49611954,0,0,15.52533529,67.06137109
344,48.95754709,1,0,12.19841991,67.64543578
345,40.47170767,0,1,11.14886254,72.26572478
346,63.09138266,0,0,11.42948444,81.64813968
347,52.29646464,0,0,10.99024368,78.79070915
348,65.75771237,0,1,8.07842269,84.80973898
349,43.60485928,1,1,15.16038829,75.47180822
350,27.58886775,1,0,16.35026612,55.46352990
351,66.92943263,1,1,8.30362304,75.64443546
352,33.10792290,1,1,13.01488138,65.11310496
353,28.80773738,1,0,16.18888999,53.88275031
354,49.35012581,1,1,11.55068355,67.79128509
355,49.78347537,0,0,12.06270156,80.86702452
356,52.65835516,1,1,12.82948152,77.83212271
357,54.65191410,0,0,11.80062688,61.63083224
358,38.25381358,1,0,16.19581667,66.20507599
359,58.03799316,1,1,15.32689994,69.08896654
360,51.36183093,0,0,12.52972105,63.42569370
361,38.32786683,0,1,9.11563506,72.58899525
362,32.00101898,1,0,20.06273532,51.01254271
363,51.02907170,1,1,14.45654884,70.53096704
364,42.90239686,1,1,11.88640391,58.41788437
365,64.64762878,0,0,10.91153099,72.45123752
366,65.46881195,1,1,10.76335466,66.54199937
367,56.50768293,1,1,12.73843080,74.07853294
368,31.08488358,0,0,15.67159684,62.51233775
369,47.47541938,0,1,11.58646338,81.56913043
370,63.57466363,0,1,8.54558871,73.42660680
371,34.16559134,0,0,12.88940548,60.39718632
372,53.91764593,0,0,10.86018284,60.91631329
373,50.70277605,1,1,13.27624174,78.82939294
374,65.41628186,1,1,13.25658378,65.88912928
375,48.80038232,1,1,12.80522967,62.76929410
376,52.31041666,1,0,13.93759199,61.49712340
377,73.76780589,1,1,9.88374485,70.07522898
378,47.73743062,1,1,15.60943587,55.48665661
379,48.69984181,0,1,8.90124851,74.56228390
380,40.79781300,0,1,8.99302390,70.74834097
381,34.43541154,0,0,13.72802854,59.17791801
382,59.93763837,0,0,11.43491040,70.34037003
383,56.70814962,0,1,9.19436696,81.05741957
384,43.73791024,0,1,10.33259941,65.87301028
385,34.26209807,1,0,14.57772623,42.99415306
386,56.18702263,1,0,16.79357331,65.52240066
387,28.78346969,0,0,16.58063197,65.30332988
388,57.19630268,0,0,10.72144081,71.52034485
389,39.83934425,1,0,15.04952283,59.14824214
390,49.87575375,1,1,12.28331761,72.84151270
391,43.38702579,1,1,12.11917058,53.59150377
392,44.05570497,1,1,14.01901549,66.67092477
393,46.60534066,0,0,10.32534250,56.96469532
394,64.79734999,1,1,12.08429975,67.27216360
395,45.25464862,1,0,13.10281751,73.63241173
396,54.99495058,1,1,11.18204811,68.27610371
397,44.83481879,1,1,13.01934099,74.36413959
398,47.10979579,0,0,11.49652078,65.43734790
399,39.21289438,0,1,10.00767412,66.73192776
400,52.44576918,0,1,7.63815774,75.51583921
401,55.07571844,0,1,7.94686349,78.15366972
402,58.38401763,0,1,11.31870107,75.47995223
403,34.86306675,1,0,15.07731809,60.87073895
404,27.67994597,0,0,10.89743812,61.59009624
405,45.89227307,0,1,9.38423135,70.25083886
406,44.16277937,1,1,13.75113899,70.62678839
407,37.75114217,1,1,13.38672767,69.38704701
408,50.63077439,1,1,12.26578368,73.19265284
409,34.21930497,1,0,15.84078943,60.77185785
410,43.71401056,0,0,12.42328014,67.14955647
411,53.61942617,0,0,12.13070081,58.52763044
412,44.75813990,0,1,12.35440656,74.64594483
413,23.80389729,1,0,16.74521529,57.46237183
414,26.03756627,0,1,13.15408004,62.29977384
415,51.24977759,0,1,11.72017364,79.76184879
416,42.02274963,0,0,12.54351946,64.67057283
417,39.95286429,1,0,15.42279674,61.89999508
418,59.78546889,1,0,14.10828893,61.96222085
419,65.44307050,1,1,11.27841137,67.61699751
420,40.50230337,0,1,12.21029066,62.66409029
421,50.01234694,0,1,8.94870398,65.98636445
422,50.39781919,1,0,15.97340456,67.33790915
423,58.98398160,0,1,8.81901070,78.73596769
424,54.22132855,0,1,6.47741392,69.83471478
425,37.00751289,1,1,16.54251858,65.10389297
426,47.84397935,0,0,13.70993456,60.74561803
427,54.88693999,0,1,8.17179956,87.09885117
428,49.27515362,0,0,12.77206332,69.41383779
429,45.86965907,1,0,14.46845210,65.95105595
430,64.98551327,0,1,12.62783566,95.84736114
431,49.12776771,0,0,10.66485160,60.24470619
432,62.72879949,0,1,8.52958224,76.69772960
433,49.18350534,0,0,13.59541053,73.90268662
434,55.25520954,1,0,12.86640207,67.16033643
435,41.34115870,0,0,14.46566459,58.61257458
436,43.93284180,1,0,15.88366573,55.96737305
437,58.34558267,1,0,15.23767620,76.70436437
438,49.28678040,0,1,9.13400586,78.28183157
439,50.35319504,0,1,9.55291949,77.29214521
440,56.70533908,1,1,10.88915587,73.09072942
441,50.91521840,1,1,12.72073221,67.23382361
442,37.14922534,0,0,13.04278302,65.40997776
443,51.19161097,1,0,16.92471571,53.82670217
444,32.49530799,1,0,16.07556437,44.81244941
445,50.11451050,1,1,15.19062618,66.76169403
446,41.20687976,0,0,16.92893433,69.50871636
447,48.55048839,1,1,12.17391508,65.00001031
448,53.96876840,0,0,9.62280225,76.70837428
449,49.61374175,1,1,13.39053886,74.67550531
450,47.06968921,1,1,12.93837041,63.36782283
451,54.82568552,0,0,11.38842781,73.74528751
452,55.52227566,1,0,16.58462709,71.08644083
453,51.63809941,0,0,11.17772332,79.64794878
454,46.50743978,0,1,12.11136352,74.56326949
455,54.82542793,0,1,9.71532392,82.64642340
456,65.21675095,0,0,11.87474314,79.66520469
457,58.97832510,1,1,8.24827176,63.51045747
458,57.53755351,1,0,15.35653005,75.97128427
459,57.92086448,1,0,15.16914941,69.39381276
460,46.74474299,1,0,15.31902414,60.64710360
461,47.70607638,0,1,9.70269066,68.89286369
462,48.12975043,0,0,11.55968910,74.79269561
463,46.66910079,1,1,14.49608251,71.28599773
464,38.69605590,1,0,14.40475225,65.15150898
465,51.94251743,0,1,10.59951618,70.82160837
466,41.82854273,1,1,12.00208198,66.49225005
467,67.71002346,1,1,13.86346921,80.44896375
468,48.45561571,0,1,10.27144711,82.04640392
469,50.21443783,1,0,14.90380244,68.47298104
470,72.78767996,0,1,9.71481197,77.88295720
471,70.59047302,0,0,12.50092910,78.59670998
472,63.39869916,0,1,9.94368319,77.83322272
473,54.62090662,0,0,11.85520639,74.58695119
474,37.34384236,0,0,13.76540827,59.33582088
475,42.58363244,0,1,8.32532806,76.83929246
476,43.40385678,1,0,12.56835422,68.40625383
477,44.75776632,1,0,14.99730937,65.50523287
478,38.24967642,0,1,9.31525024,63.20095185
479,70.22839246,1,0,13.43431574,81.05293645
480,39.09586406,0,0,14.76436163,70.08371621
481,58.43834590,0,0,11.76559438,68.36724182
482,79.08001865,1,0,12.71658316,79.09176143
483,45.07077660,0,0,12.17446073,77.98932026
484,36.54758002,0,0,14.06320199,65.04805998
485,46.08381570,0,0,12.43602929,69.68053630
486,66.51620804,1,0,13.37606071,73.34221467
487,38.17380598,0,1,9.72481213,71.92174476
488,54.88527600,0,1,10.85964081,80.69147559
489,57.66340631,1,1,12.70425769,72.63887382
490,47.45101761,1,1,12.78332095,69.77822593
491,47.37015945,1,0,15.78709467,67.39770779
492,44.25227885,1,0,14.09873833,57.71633526
493,37.42262447,1,0,16.55294181,54.49769744
494,62.03670438,0,1,9.06188638,66.69524662
495,48.73391128,1,0,15.77654810,65.48488949
496,47.79773243,0,1,12.70803946,63.48076945
497,41.55232996,0,1,10.17300633,66.63878906
498,39.38871071,0,0,12.54696407,70.91366346
499,51.32154807,1,0,14.19342127,64.09105120
500,37.08657854,1,0,14.13036662,58.12862659
501,32.18100797,1,1,15.73227392,56.60914376
502,57.29785349,1,1,10.32603626,80.76325740
503,69.70201856,1,0,15.46183963,72.55316508
504,38.46254558,0,0,15.89680905,74.23603400
505,48.31954679,1,0,13.27220065,55.01090622
506,59.32644953,1,1,11.19316817,71.97343238
507,51.34139829,1,0,16.99451320,61.22353760
508,47.21279363,0,1,9.44364467,62.20887554
509,48.20546946,0,1,12.17906197,68.53646357
510,58.05150637,0,0,11.34089199,73.96933568
511,64.02879436,0,0,9.34752141,74.42873571
512,58.55018922,0,1,7.47947738,70.51040821
513,52.04750720,1,0,14.50039787,64.76927882
514,55.58032555,0,0,13.18242786,82.29866969
515,56.83735835,0,1,10.58163471,69.94054728
516,60.47239416,0,0,11.46804674,74.16758461
517,45.99111617,1,0,15.19788791,68.56532299
518,44.21267928,0,1,11.04032952,69.05352620
519,51.17854548,0,0,10.21062413,77.42719308
520,37.61318371,0,1,10.36005780,69.57668495
521,43.70185056,0,0,11.17782478,75.90299160
522,58.47484195,0,1,8.50240329,81.80578640
523,63.44096581,0,1,8.74661541,83.60905694
524,39.17709877,0,1,10.23052265,71.80366964
525,40.26364313,0,0,12.68655518,67.91943046
526,53.40720156,1,1,9.82424380,81.71039510
527,51.44179013,1,0,13.57237098,68.85772928
528,55.82513049,1,0,12.60531024,79.40767745
529,41.96588066,0,0,14.97627878,72.24725204
530,45.55454896,1,1,15.12081002,66.50073561
531,35.71355979,0,1,7.43604859,74.06113290
532,46.93809089,1,1,9.40576673,67.72463954
533,66.40200480,1,1,10.52670511,67.69584732
534,37.40534389,1,0,14.68111776,52.68500669
535,45.31538671,0,0,13.50433674,74.07014233
536,59.42708275,0,0,10.66673953,79.38847987
537,46.93417776,1,0,13.08738080,63.81153683
538,49.05342930,0,0,12.47610448,67.97053313
539,36.94470994,1,0,16.80769373,56.29852218
540,56.62587327,0,1,5.90959718,71.60285715
541,66.37714079,0,1,9.62638540,67.81137815
542,41.28030030,1,1,13.50183202,50.10750464
543,48.20122755,1,1,15.56795134,66.94065662
544,36.76767369,1,1,12.77134589,60.99684288
545,50.25930523,1,0,12.96982993,71.71037597
546,48.48796032,0,0,10.77294639,74.79112953
547,49.68320910,0,0,11.89738027,68.26272236
548,57.63032031,0,0,12.37166164,73.56408395
549,49.80193072,1,1,14.80763995,71.44754242
550,53.71554280,1,0,14.44197224,64.04183237
551,52.44219579,1,0,14.29123933,59.26254711
552,49.21788346,0,1,8.96130990,74.97916177
553,45.14691006,1,0,15.46395357,68.96058557
554,50.76753053,0,1,10.60220513,74.53927950
555,58.39926344,0,1,7.66186161,85.93562555
556,48.09772857,0,1,11.74768148,78.26960335
557,54.74841908,0,0,11.42991282,82.47867730
558,38.59163755,1,1,16.17330984,71.18246054
559,58.59959484,0,0,10.77070736,66.90237420
560,57.61879741,1,1,12.94579556,72.74527107
561,36.52733867,1,1,12.79461693,62.73881620
562,37.55405322,1,1,11.96522080,59.74764380
563,50.05342339,1,0,16.12014083,66.80878167
564,61.36759032,0,1,8.40176766,68.77382191
565,68.17761938,1,0,12.60249857,73.00784610
566,56.91672345,0,0,9.65955173,65.72817360
567,61.11122141,0,1,9.98027978,70.58491154
568,61.78494360,1,0,14.30084374,72.52393989
569,51.36924128,1,0,13.42999536,62.89702150
570,45.84707108,1,1,13.00560739,54.69195396
571,58.73482457,0,0,11.23884852,73.18441823
572,35.20822482,0,1,10.68767383,65.49874867
573,33.29838522,0,0,11.56545909,57.67014627
574,31.71448982,0,0,13.98769463,65.18917001
575,63.34537549,0,1,9.52914559,79.07397897
576,47.16611411,1,1,12.25139664,65.67798573
577,58.48819927,1,1,9.10550501,64.79033678
578,44.50178457,0,0,14.63350268,65.90518197
579,53.28836648,0,1,10.21967066,70.70959745
580,48.63780068,1,1,13.02396175,67.13389770
